coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
eos, 11 Jun 2017, 26 Jun 2017,15.0,482.0,1, blockchain,4,4197956135.0,4197956135.0,1.0,0.99,74850,0,192064,2,149, High, Medium,N/A,0.0202,13613000,0.185,0.085,1.348,1.328,0.062,1.027,0.009,0.009
stellar, 01 Aug 2014, 01 Aug 2014,0.0,1542.0,12, blockchain,N/A,39000000.0,N/A,N/A,0.15,N/A,0,N/A,2,181, VeryHigh, N/A,N/A,-0.98373,30316,-0.048,0.021,0.327,0.275,-0.073,-0.07,0.007,0.012
cardano, 09 Jan 2015, 01 Jan 2017,723.0,658.0,6, blockchain,2,N/A,N/A,N/A,0.02,16082,0,N/A,2,181, High, N/A,N/A,0.24845,50068700,0.174,0.212,3.364,3.341,0.171,1.428,0.009,0.008
tron, 07 Sep 2017, 08 Sep 2017,1.0,408.0,3, blockchain,1,70000000.0,70000000.0,1.0,0.0019,80621,0,N/A,2,181, Low, Medium,N/A,0.04632,48512,0.152,0.098,1.553,1.527,-0.056,1.575,0.015,0.014
neo, 8 Aug 2017, 9 Sep 2017,32.0,407.0,3, blockchain,16,5050000.0,5101010.0,0.99,0.032,N/A,0,317738,2,113, VeryHigh, VeryLow,0.88,16.45244,1349,0.118,0.083,1.323,1.307,0.032,-0.457,0.013,0.001
vechain, 17 Aug 2017, 17 Sep 2017,31.0,399.0,12, other,N/A,N/A,N/A,N/A,N/A,29804,0,N/A,2,181, Medium, N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
0x, 15 Aug 2017, 15 Sep 2017,31.0,401.0,1, blockchain,6,24000000.0,24000000.0,1.0,0.07,N/A,0,140736,1,152, N/A, N/A,0.74,2.2057,5232600,0.233,0.128,2.036,2.009,-0.232,-1.093,0.01,0.008
ontology, 08 Jan 2018, 08 Jan 2018,0.0,286.0,7, blockchain,45,N/A,N/A,N/A,0.2,29826,0,65041,2,147, VeryHigh, N/A,N/A,13.2,150428000,0.042,0.221,3.501,3.462,-0.343,-2.813,0.003,0.003
icon, 22 Sep 2017, 22 Sep 2017,0.0,394.0,8, blockchain,30,45000000.0,45000000.0,1.0,0.1052,19996,0,112672,1,124, Stable, Medium,N/A,3.72483,71509,0.341,0.319,5.064,5.038,-0.097,-1.538,0.008,0.008
zilliqa, 27 Dec 2017, 04 Jan 2018,8.0,290.0,12, blockchain,1,22000000.0,22000000.0,1.0,0.0038,11271,0,N/A,2,181, Positive, VeryHigh,N/A,34.79974,4921770,-0.363,-0.136,-2.16,-2.215,-0.278,-2.197,-0.002,-0.002
bytecoin, 04 Jul 2012, 04 Jul 2012,0.0,2300.0,12, blockchain,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,2,181, High, N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bytom, 20 Jun 2017, 20 Jul 2017,30.0,458.0,3, other,7,22554000.0,N/A,N/A,0.045,N/A,0,18504,1,110, Medium, N/A,0.46,1.50647,7543670,0.182,0.051,0.814,0.788,-0.076,-1.126,0.007,0.006
verge, 15 Jun 2016, 15 Jul 2016,30.0,828.0,12, blockchain,N/A,N/A,N/A,N/A,N/A,28955,0,N/A,2,181, VeryHigh, N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
pundi-x, 21 Jan 2018, 21 Jan 2018,0.0,273.0,12, blockchain,4,35000000.0,35000000.0,1.0,2.1,28852,0,52683,1,152, High, N/A,N/A,-0.99953,970635,-0.194,0.286,4.543,4.513,-0.451,-3.357,0.009,0.009
electroneum, 14 Sep 2017, 20 Oct 2017,36.0,366.0,4, other,12,39934610.0,39934610.0,1.0,0.01,13178,0,129995,5,367, Medium, Low,0.84,6.7363,2464330,-0.137,0.079,1.255,1.23,0.063,-0.571,0.002,0.003
