coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
request-network,13 Oct 2017,17 Oct 2017,4.0,401.0,5,fintech,7,33600000.0,33600000.0,1.0,0.0632,11209,1,42316,1.9,123.0,VeryHigh,Medium,0.92,-0.03824,5914220,0.117,0.262,4.163,4.133,-0.149,-1.13,0.002,0.003
localcoinswap,15 Apr 2018,15 Jun 2018,61.0,161.0,3,fintech,7,12150000.0,19918033.0,0.61,0.4,4542,0,4162,6.1,573.0,High,High,0.72,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tradove,1 Feb 2018,28 Feb 2018,27.0,268.0,1,other,11,33000000.0,52380952.0,0.63,0.16,15217,0,3212,4.4,318.0,High,Low,0.92,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
quantum1net,2 Feb 2018,11 May 2018,98.0,196.0,5,saas,7,4152400.0,10647179.0,0.39,0.7174,1349,0,1586,6.0,821.0,Medium,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
micromoney,18 Oct 2017,18 Nov 2017,31.0,370.0,12,fintech,18,10541585.0,30118814.0,0.35,1.0,4233,0,48516,1.0,106.0,Medium,Low,0.88,-0.32587,452417,0.315,0.092,1.461,1.44,-0.212,-1.573,-0.003,-0.003
kybernetwork,31 Aug 2017,15 Sep 2017,15.0,434.0,7,fintech,10,52000000.0,52000000.0,1.0,0.41,11432,0,91802,2.1,152.0,Medium,Medium,0.86,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
worldcore,14 Oct 2017,15 Dec 2017,62.0,343.0,5,fintech,14,25000000.0,100000000.0,0.25,0.1,2890,3,8498,3.0,223.0,Medium,VeryHigh,0.92,0.14584,151573,0.405,0.136,2.157,2.136,0.037,0.521,-0.002,-0.002
finom,15 Nov 2017,30 Dec 2017,45.0,328.0,6,fintech,11,41346171.0,100844320.0,0.41,2.0,1251,0,5160,1.3,88.0,Medium,Medium,0.8,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
remme,13 Feb 2018,22 Feb 2018,9.0,274.0,7,saas,11,20000000.0,20000000.0,1.0,0.04,11873,0,6466,1.8,109.0,High,Medium,0.92,-0.2094,587552,-0.338,0.002,0.025,-0.017,0.028,0.098,-0.005,-0.005
bitclave,29 Nov 2017,29 Nov 2017,0.0,359.0,1,blockchain,19,25547000.0,25547000.0,1.0,0.1,7808,3,10838,1.9,108.0,Medium,Medium,0.88,0.50455,957302,0.12,-0.013,-0.208,-0.23,0.091,0.106,0.006,0.006
truegame,16 Apr 2018,30 Apr 2018,14.0,207.0,10,other,13,3773000.0,6860000.0,0.55,0.0736,24537,5,3493,2.0,156.0,Medium,Low,0.9,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
wepower,1 Feb 2018,2 Feb 2018,1.0,294.0,7,energy,20,40000000.0,40000000.0,1.0,0.125,34406,0,36091,2.1,127.0,High,Medium,0.86,0.40437,782690,-0.003,-0.05,-0.787,-0.822,0.032,-0.036,-0.006,-0.006
appcoins,13 Dec 2017,20 Dec 2017,7.0,338.0,7,other,18,15300000.0,15300000.0,1.0,0.1,2360,0,26100,1.2,105.0,High,Low,0.86,34.3,124119000,-0.078,-0.122,-1.939,-1.967,-0.054,0.267,-0.008,-0.008
bankex,28 Dec 2017,27 Jan 2018,30.0,300.0,1,fintech,9,70600000.0,103823529.0,0.68,1.48,5660,0,21,1.5,118.0,High,Low,0.82,0.91892,371912,-0.431,-0.221,-3.507,-3.541,-0.021,0.227,-0.011,-0.011
indahash,29 Nov 2017,20 Dec 2017,21.0,338.0,5,saas,16,42715825.0,66743477.0,0.64,0.24,9117,0,9341,2.3,188.0,High,Low,0.86,1.5614,3113160,-0.199,-0.108,-1.711,-1.737,-0.187,-1.387,-0.011,-0.011
coti,01 Feb 2019,15 Feb 2019,14.0,-84.0,7,saas,24,3001028.0,30010280.0,0.1,0.1,25572,0,15419,2.4,208.0,VeryHigh,Medium,0.88,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ftec,20 Jun 2018,18 Jul 2018,28.0,128.0,4,fintech,16,995000.0,12437500.0,0.08,0.0154,31881,0,24706,2.0,61.0,High,Low,0.84,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
skyfchain,10 Mar 2018,15 Aug 2018,158.0,100.0,5,transportation,14,6200000.0,29523810.0,0.21,0.065,36601,0,3471,1.7,98.0,Medium,Medium,0.88,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
adhive,28 Feb 2018,14 Mar 2018,14.0,254.0,5,saas,10,12000000.0,12000000.0,1.0,0.1369,11384,1,5074,2.0,143.0,High,Low,0.88,-0.59631,772548,0.127,0.03,0.471,0.438,-0.402,-2.792,-0.007,-0.007
covesting,24 Nov 2017,15 Jan 2018,52.0,312.0,7,fintech,12,33241750.0,33241750.0,1.0,2.56,7508,0,8946,2.0,163.0,High,Low,0.92,0.20703,328108,-0.206,-0.123,-1.948,-1.981,-0.272,-2.298,-0.002,-0.002
gladius,24 Nov 2017,31 Dec 2017,37.0,327.0,1,saas,12,12500000.0,12500000.0,1.0,1.55,28197,0,24943,3.0,128.0,High,Medium,0.86,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
utrust,2 Nov 2017,20 Nov 2017,18.0,368.0,6,fintech,26,21000000.0,21000000.0,1.0,0.065,4500,1,60,4.0,225.0,Medium,Medium,0.8,2.22325,3956620,0.338,0.077,1.227,1.205,-0.439,-3.242,-0.003,-0.003
bitboost,10 Oct 2017,4 Nov 2017,25.0,384.0,6,ecommerce,8,14000001.0,14000001.0,1.0,0.46,1017,0,2393,2.0,193.0,Medium,Medium,0.8,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
multiversum,1 May 2018,24 Jun 2018,54.0,152.0,5,blockchain,14,21403270.0,35087328.0,0.61,1.0,84374,0,15860,2.9,251.0,VeryHigh,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
experty,25 Jan 2018,25 Feb 2018,31.0,271.0,6,blockchain,15,1491696.0,8774682.0,0.17,0.829,10339,0,14634,1.9,123.0,Medium,Low,0.74,-0.2063,1742640,-0.596,-0.117,-1.851,-1.885,-0.127,-0.232,-0.004,-0.003
goldmint,20 Sep 2017,11 Nov 2017,52.0,377.0,2,fintech,11,6935639.0,40797876.0,0.17,7.0,9643,0,2436,2.1,179.0,Risky,Medium,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dbrain,15 Apr 2018,1 Jul 2018,77.0,145.0,7,saas,4,2500000.0,20833333.0,0.12,2.0,6342,0,5770,1.6,157.0,Medium,Medium,0.86,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
real,31 Aug 2017,30 Sep 2017,30.0,419.0,7,real estate,6,10604571.0,33139284.0,0.32,1.3762,1529,2,4352,1.0,31.0,Low,Medium,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
befund,16 May 2018,16 Jun 2018,31.0,160.0,7,fintech,13,3000000.0,25000000.0,0.12,0.05,60723,0,1051,2.0,211.0,Medium,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
crowdcoinage,12 Feb 2018,12 Mar 2018,28.0,256.0,5,other,10,90000.0,3000000.0,0.03,0.069,5645,0,2374,3.0,93.0,High,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sureremit,10 Jan 2018,10 Feb 2018,31.0,286.0,1,fintech,6,10000000.0,10000000.0,1.0,0.02,12346,4,5503,1.7,112.0,Medium,Medium,0.82,0.8333,35294,-0.212,0.02,0.312,0.281,-0.179,-1.559,-0.0,-0.0
tokenomy,15 Jan 2018,5 Feb 2018,21.0,291.0,12,other,6,26000000.0,28571429.0,0.91,0.2037,4262,5,69,3.8,608.0,Medium,Medium,0.82,1.03262,2372070,-0.569,-0.13,-2.07,-2.147,0.039,0.435,-0.004,-0.004
bitcoen,28 Nov 2017,26 Dec 2017,28.0,332.0,4,other,12,2504103.0,19262331.0,0.13,1.0,4479,1,3176,2.2,109.0,Medium,Medium,0.66,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bankera,27 Nov 2017,27 Feb 2018,92.0,269.0,5,fintech,7,15094919.0,15094919.0,1.0,0.02,18164,1,25340,1.5,112.0,VeryHigh,Low,0.84,-0.4809,2604320,-0.588,-0.196,-3.114,-3.163,-0.034,-0.081,-0.005,-0.005
