coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
unbankedx,01 Jun 2018,30 Jun 2018,29.0,146.0,7,other,4,N/A,N/A,0.02,N/A,1122,0,423,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vuulr,9 May 2018,30 Jun 2018,52.0,146.0,7,telecommunications,12,40000.0,4000000.0,0.01,0.033,7533,0,327,N/A,N/A,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
empowr,16 Apr 2018,30 Jun 2018,75.0,146.0,7,other,8,N/A,N/A,N/A,0.0,N/A,0,5031,27.1,1666.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kurecoin,1 Jun 2018,30 Jun 2018,29.0,146.0,12,fintech,8,2100567.0,23339633.0,0.09,0.65,N/A,0,17219,1.5,134.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cmbt,11 Jun 2018,30 Jun 2018,19.0,146.0,10,other,9,N/A,18000000.0,N/A,0.94,N/A,0,13,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lattice,24 Apr 2018,30 Jun 2018,67.0,146.0,5,other,3,N/A,10000000.0,N/A,0.0043,N/A,0,7,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
snbl,15 Mar 2018,30 Jun 2018,107.0,146.0,7,other,9,N/A,N/A,N/A,0.0087,54,0,99,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
certore,1 May 2018,30 Jun 2018,60.0,146.0,2,blockchain,5,N/A,45000000.0,N/A,0.526,N/A,0,627,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
petal,1 Jun 2018,30 Jun 2018,29.0,146.0,12,other,3,36126.0,N/A,N/A,1.31,N/A,0,13,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
marketspace,16 Apr 2018,30 Jun 2018,75.0,146.0,6,other,16,15200000.0,50666667.0,0.3,0.35,36424,0,5229,1.4,176.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
darcmatter,16 Jun 2018,30 Jun 2018,14.0,146.0,12,fintech,4,N/A,35000000.0,N/A,0.2,10594,0,5752,1.0,121.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
qurrex,10 Jun 2018,30 Jun 2018,20.0,146.0,7,fintech,11,6260000.0,44714286.0,0.14,1.088,2388,0,3363,2.2,120.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
blockhive,14 May 2018,30 Jun 2018,47.0,146.0,5,fintech,8,31980.0,639600.0,0.05,0.051,2142,0,2097,2.0,70.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
well,16 May 2018,30 Jun 2018,45.0,146.0,1,fintech,11,15000000.0,27777778.0,0.54,0.1,12179,1,2014,2.2,140.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
heartbout,1 Apr 2018,30 Jun 2018,90.0,146.0,2,other,7,N/A,2803010.0,N/A,0.065,888,0,1718,1.0,133.0,Medium,High,0.72,0.1572,34679,-0.032,0.021,0.335,0.311,0.055,-1.539,-0.004,-0.004
prether,1 Apr 2018,30 Jun 2018,90.0,146.0,7,fintech,6,N/A,12596100.0,N/A,0.087,630,0,1006,N/A,N/A,Low,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
squeezer,20 Jun 2018,30 Jun 2018,10.0,146.0,10,blockchain,7,15000000.0,18750000.0,0.8,0.25,19883,0,18624,2.0,90.0,High,Medium,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tatatu,11 Jun 2018,30 Jun 2018,19.0,146.0,7,other,12,57500000.0,575000000.0,0.1,0.25,8781,2,3740,1.1,72.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
4thpillar,04 Jun 2018,30 Jun 2018,26.0,146.0,12,fintech,N/A,N/A,12000000.0,N/A,0.1,7794,0,4489,2.0,104.0,Low,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bartvault,15 May 2018,30 Jun 2018,46.0,146.0,1,other,15,N/A,16860800.0,N/A,0.0216,N/A,0,7,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cardium,1 Jun 2018,30 Jun 2018,29.0,146.0,7,entertainment,7,N/A,30000000.0,N/A,0.25,2281,0,N/A,N/A,N/A,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bi_platform,01 Jun 2018,30 Jun 2018,29.0,146.0,12,other,2,N/A,5000000.0,N/A,0.05,6560,0,N/A,N/A,N/A,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
playhall,01 Jun 2018,30 Jun 2018,29.0,146.0,1,gaming,6,87050.0,8705000.0,0.01,0.021,3009,0,N/A,N/A,N/A,Medium,Medium,0.84,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kings,01 Jun 2018,30 Jun 2018,29.0,146.0,12,fintech,7,N/A,12000000.0,N/A,0.01,458,0,N/A,N/A,N/A,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
equadex,1 May 2018,30 Jun 2018,60.0,146.0,8,fintech,13,N/A,50000000.0,N/A,0.544,N/A,0,N/A,N/A,N/A,VeryLow,VeryHigh,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
uchit,01 Jun 2018,30 Jun 2018,29.0,146.0,12,other,6,N/A,50000000.0,N/A,0.148,34172,0,N/A,N/A,N/A,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nukleus,01 Jun 2018,30 Jun 2018,29.0,146.0,1,blockchain,9,N/A,32328800.0,N/A,0.003,1653,0,7076,3.0,361.0,Low,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gladage,01 Jun 2018,30 Jun 2018,29.0,146.0,9,other,3,2000000.0,20000000.0,0.1,0.1,46944,0,25817,N/A,N/A,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ducatur,1 Jun 2018,30 Jun 2018,29.0,146.0,5,other,6,6098288.0,N/A,N/A,0.0022,303,0,14439,1.0,104.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
huyucoin,1 Jun 2018,30 Jun 2018,29.0,146.0,11,other,8,N/A,15600000.0,N/A,0.024,36,0,34,N/A,N/A,VeryLow,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ironcoin,01 Jun 2018,30 Jun 2018,29.0,146.0,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
meetcoin,01 Jun 2018,30 Jun 2018,29.0,146.0,12,other,4,N/A,112000000.0,N/A,1.0,N/A,0,N/A,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
