coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
iconic,01 Mar 2018,31 Mar 2018,30.0,237.0,12,fintech,N/A,138837.0,6941850.0,0.02,0.029,2318,0,3951,N/A,N/A,Low,Medium,N/A,0.21338,180,0.238,0.156,2.472,2.462,0.048,-0.954,0.029,0.017
pitch,28 Feb 2018,31 Mar 2018,31.0,237.0,1,other,18,N/A,N/A,N/A,N/A,N/A,0,3118,1.0,65.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ironblock,01 Mar 2018,31 Mar 2018,30.0,237.0,2,other,6,44990.0,749833.0,0.06,0.12,N/A,0,786,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
csatoken,01 Mar 2018,31 Mar 2018,30.0,237.0,12,other,7,N/A,N/A,N/A,1.0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bank4you,6 Nov 2017,31 Mar 2018,145.0,237.0,4,other,9,8118550.0,50740938.0,0.16,0.21,410,0,2310,N/A,N/A,N/A,N/A,0.84,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
xtrd,20 Feb 2018,31 Mar 2018,39.0,237.0,7,other,6,26000000.0,44827586.0,0.58,0.1,6132,1,4422,1.6,143.0,N/A,N/A,N/A,-0.95005,619,-0.029,0.023,0.365,0.337,1.006,5.624,0.006,0.004
cryptoworld,3 Feb 2018,31 Mar 2018,56.0,237.0,7,gaming,7,6000000.0,25000000.0,0.24,0.0049,91,0,480,1.0,92.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eroiy,1 Mar 2018,31 Mar 2018,30.0,237.0,10,other,5,N/A,N/A,1.0,0.12,N/A,0,502,3.0,141.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
retn,7 Dec 2017,31 Mar 2018,114.0,237.0,7,other,6,N/A,N/A,N/A,0.328,N/A,0,9180,3.5,290.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
prover,30 Jan 2018,31 Mar 2018,60.0,237.0,7,other,8,7260000.0,9945205.0,0.73,0.01,820,0,1864,3.0,277.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
toplancer,14 Jan 2018,31 Mar 2018,76.0,237.0,12,other,3,N/A,N/A,N/A,0.1115,615,0,228,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
multisignio,1 Mar 2018,31 Mar 2018,30.0,237.0,5,other,5,N/A,N/A,N/A,0.026,34,0,168,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
circleflowstoken,14 Mar 2018,31 Mar 2018,17.0,237.0,6,other,5,N/A,27625000.0,N/A,0.075,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
unityco,1 Mar 2018,31 Mar 2018,30.0,237.0,5,other,11,N/A,N/A,N/A,0.01,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mog,19 Jan 2018,31 Mar 2018,71.0,237.0,12,other,5,N/A,4350000.0,N/A,0.58,N/A,0,588,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nedviga,1 Mar 2018,31 Mar 2018,30.0,237.0,2,real estate,5,N/A,23644200.0,N/A,0.395,121,0,172,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lamp,15 Mar 2018,31 Mar 2018,16.0,237.0,1,other,N/A,N/A,80000000.0,N/A,0.404,2316,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
