coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
menlo-one,17 Sep 2018,15 Oct 2018,28.0,39.0,7,other,10,2661500.0,2661500.0,1.0,0.0177,10920,0,8925,1.7,157.0,N/A,N/A,0.88,-0.5409,3399,-0.443,-0.766,-1.533,-1.547,-4.4,-40.991,-0.131,-0.121
cryptohit,13 Jul 2018,10 Oct 2018,89.0,44.0,12,other,8,1080412.0,27010300.0,0.04,0.5621,3618,0,2805,1.0,80.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
yobit,1 Aug 2018,18 Oct 2018,78.0,36.0,1,other,5,9736144.0,9736144.0,1.0,7.0,5262,0,3721,2.4,188.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
webn,16 Aug 2018,18 Nov 2018,94.0,5.0,7,other,12,47626.0,122118.0,0.39,0.0003,13495,0,8499,1.5,100.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mydfs,15 Oct 2018,16 Nov 2018,32.0,7.0,5,entertainment,12,3000000.0,20000000.0,0.15,1.0,13478,0,2521,1.5,90.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptyk,26 Sep 2018,31 Oct 2018,35.0,23.0,1,saas,18,7033120.0,28132480.0,0.25,0.13,16122,0,30,1.0,95.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
iagon,7 Jul 2018,5 Oct 2018,90.0,49.0,5,other,14,2613992.0,52279840.0,0.05,0.12,19985,0,3441,1.9,125.0,High,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptocurve,30 Oct 2018,06 Nov 2018,7.0,17.0,4,blockchain,10,13000000.0,31707317.0,0.41,0.2,12838,0,4831,1.7,125.0,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
yumerium,26 Sep 2018,10 Oct 2018,14.0,44.0,7,gaming,12,3000001.0,20000007.0,0.15,0.072,12402,0,4625,2.0,154.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
qiibee,24 Sep 2018,24 Oct 2018,30.0,30.0,6,ecommerce,18,8460000.0,11280000.0,0.75,0.0205,96539,0,6968,1.6,167.0,High,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
